,No._x,Ticker,Company,Sector,Industry,Country,Market Cap_x,P/E_x,Price_x,Change_x,Volume_x,No._y,Market Cap_y,Dividend,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Earnings,Price_y,Change_y,Volume_y,No._x,Market Cap_x,P/E_y,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Price_x,Change_x,Volume_x,No._y,Market Cap_y,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume_x,Price_y,Change_y,Volume_y,No._x,Perf Week,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility W,Volatility M,Recom,Avg Volume_y,Rel Volume,Price_x,Change_x,Volume_x,No._y,Beta,ATR,SMA20,SMA50,SMA200,52W High,52W Low,RSI,Price_y,Change_y,from Open,Gap,Volume_y
12,6372,SBIO,ALPS Medical Breakthroughs ETF,Financial,Exchange Traded Fund,USA,-,-,46.38,0.78%,28830,6372,-,-,-,-,-,-,-,-,-,-,-,-,-,46.38,0.78%,28830,6372,-,-,-,-,-,-,-,-,-,-,-,-,-,46.38,0.78%,28830,6372,-,-,-,-,-,-,-,-,-,30.01K,46.38,0.78%,28830,6372,-0.98%,-0.45%,-10.12%,-4.27%,14.12%,-9.47%,1.74%,2.39%,-,30.01K,0.96,46.38,0.78%,28830,6372,-,1.09,1.27%,-2.55%,-5.03%,-27.58%,24.68%,47.74,46.38,0.78%,0.32%,0.46%,28830
13,6373,SBLK,Star Bulk Carriers Corp.,Industrials,Marine Shipping,Greece,1.90B,44.22,18.88,1.18%,1167373,6373,1.90B,6.36%,1.30%,2.70%,2.50%,1.10,-,0.87,0.99,46.70%,14.30%,5.80%,May 19/a,18.88,1.18%,1167373,6373,1.90B,44.22,4.85,-,2.59,1.13,9.44,-,158.00%,-5.58%,15.00%,-,24.20%,18.88,1.18%,1167373,6373,1.90B,98.71M,88.27M,19.80%,0.00%,60.50%,10.91%,0.88%,0.47,1.67M,18.88,1.18%,1167373,6373,-2.63%,-7.38%,38.82%,132.80%,198.73%,113.82%,4.50%,6.41%,1.60,1.67M,0.70,18.88,1.18%,1167373,6373,1.28,1.33,-10.10%,3.62%,64.48%,-18.94%,222.18%,45.10,18.88,1.18%,0.64%,0.54%,1167373
14,6374,SBNY,Signature Bank,Financial,Banks - Regional,USA,14.32B,22.13,250.38,1.07%,354639,6374,14.32B,0.89%,0.90%,10.90%,19.80%,-,-,0.12,0.12,-,81.20%,31.20%,Apr 21/b,250.38,1.07%,354639,6374,14.32B,22.13,16.41,3.50,7.37,2.07,0.72,12.15,-8.00%,17.18%,6.50%,6.32%,11.80%,250.38,1.07%,354639,6374,14.32B,57.62M,55.58M,2.10%,0.00%,96.40%,8.91%,2.46%,2.25,607.23K,250.38,1.07%,354639,6374,0.09%,-2.48%,12.47%,105.87%,126.51%,85.07%,2.56%,3.30%,1.80,607.23K,0.58,250.38,1.07%,354639,6374,1.99,7.78,1.93%,5.04%,55.53%,-3.84%,250.45%,57.21,250.38,1.07%,0.87%,0.20%,354639
15,6375,SBNYP,Signature Bank,Financial,Banks - Regional,USA,-,-,26.22,0.27%,46406,6375,-,4.77%,-,-,-,-,-,-,-,-,-,-,-,26.22,0.27%,46406,6375,-,-,-,-,-,-,-,-,-,-,-,-,-,26.22,0.27%,46406,6375,-,-,55.58M,-,-,-,-,0.05%,0.40,69.05K,26.22,0.27%,46406,6375,1.08%,2.02%,4.34%,-,-,2.22%,0.79%,0.92%,-,69.05K,0.67,26.22,0.27%,46406,6375,-,0.21,1.33%,1.77%,2.89%,-35.83%,6.59%,62.52,26.22,0.27%,-0.08%,0.34%,46406
16,6376,SBOW,"SilverBow Resources, Inc.",Energy,Oil & Gas E&P,USA,241.43M,-,19.04,-3.84%,190905,6376,241.43M,-,-46.40%,-291.10%,-65.80%,0.50,0.50,3.29,3.29,83.50%,-84.40%,-,May 05/a,19.04,-3.84%,190905,6376,241.43M,-,3.49,-,1.15,1.91,71.01,1.18,-367.00%,-16.45%,6.90%,5.00%,-6.40%,19.04,-3.84%,190905,6376,241.43M,12.03M,10.96M,4.90%,-3.87%,74.60%,-0.42%,1.73%,1.76,107.50K,19.04,-3.84%,190905,6376,11.74%,84.50%,133.62%,233.45%,374.81%,258.57%,9.17%,8.92%,2.50,107.50K,1.78,19.04,-3.84%,190905,6376,2.53,1.25,21.94%,67.27%,167.74%,-3.84%,522.22%,73.08,19.04,-3.84%,-4.32%,0.51%,190905
17,6377,SBR,Sabine Royalty Trust,Energy,Oil & Gas E&P,USA,546.39M,17.28,37.76,0.77%,22754,6377,546.39M,7.57%,541.10%,655.40%,832.70%,-,-,0.00,0.00,-,91.30%,91.60%,-,37.76,0.77%,22754,6377,546.39M,17.28,-,-,15.70,107.89,88.13,5463.87,-24.40%,-,-6.20%,-,-5.60%,37.76,0.77%,22754,6377,546.39M,14.58M,13.93M,1.00%,0.00%,11.50%,21.19%,0.13%,0.46,38.37K,37.76,0.77%,22754,6377,5.62%,4.47%,14.42%,28.44%,28.87%,33.81%,1.88%,2.25%,-,38.37K,0.59,37.76,0.77%,22754,6377,0.84,0.84,4.99%,11.30%,21.05%,0.77%,43.36%,68.38,37.76,0.77%,0.37%,0.40%,22754
18,6378,SBRA,"Sabra Health Care REIT, Inc.",Real Estate,REIT - Healthcare Facilities,USA,3.83B,26.82,17.54,-1.02%,1538557,6378,3.83B,6.84%,2.30%,4.00%,2.50%,-,-,0.65,0.65,82.00%,24.00%,22.70%,May 05/a,17.54,-1.02%,1538557,6378,3.83B,26.82,23.02,4.47,6.36,1.06,153.67,84.65,82.10%,13.06%,-9.60%,6.00%,20.20%,17.54,-1.02%,1538557,6378,3.83B,211.45M,208.57M,1.00%,-0.14%,90.50%,0.83%,2.09%,2.23,1.96M,17.54,-1.02%,1538557,6378,0.00%,1.95%,-3.15%,1.86%,12.54%,0.98%,2.22%,2.32%,2.40,1.96M,0.79,17.54,-1.02%,1538557,6378,1.52,0.40,0.54%,-1.01%,5.16%,-7.44%,36.39%,48.79,17.54,-1.02%,-1.07%,0.06%,1538557
19,6379,SBS,Companhia de Saneamento Basico do Estado de Sao Paulo,Utilities,Utilities - Regulated Water,Brazil,5.28B,12.64,7.75,1.04%,1071010,6379,5.28B,0.90%,4.30%,9.60%,10.30%,1.00,1.00,0.59,0.73,35.50%,24.90%,11.50%,-,7.75,1.04%,1071010,6379,5.28B,12.64,-,1.18,1.46,1.15,7.65,6.87,-71.10%,-,12.70%,10.71%,8.70%,7.75,1.04%,1071010,6379,5.28B,683.51M,337.83M,41.50%,0.00%,14.40%,21.77%,1.92%,3.99,1.63M,7.75,1.04%,1071010,6379,-2.64%,5.73%,17.59%,-14.82%,-25.32%,-8.97%,2.78%,2.69%,2.00,1.63M,0.66,7.75,1.04%,1071010,6379,1.08,0.23,-1.29%,1.94%,-2.56%,-36.53%,29.25%,50.13,7.75,1.04%,0.52%,0.52%,1071010
0,6380,SBSI,"Southside Bancshares, Inc.",Financial,Banks - Regional,USA,1.39B,12.57,42.71,0.42%,82075,6380,1.39B,3.00%,1.60%,13.20%,15.50%,-,-,0.30,0.30,-,88.60%,50.00%,Apr 23/b,42.71,0.42%,82075,6380,1.39B,12.57,15.60,6.29,6.17,1.63,10.96,13.59,12.20%,-11.80%,9.00%,2.00%,8.40%,42.71,0.42%,82075,6380,1.39B,32.83M,31.03M,2.20%,-6.24%,52.00%,1.74%,2.03%,4.58,137.53K,42.71,0.42%,82075,6380,0.33%,3.06%,10.96%,41.05%,46.35%,37.64%,2.43%,2.62%,3.00,137.53K,0.60,42.71,0.42%,82075,6380,0.60,1.03,0.66%,5.35%,29.12%,-2.23%,81.96%,56.56,42.71,0.42%,0.02%,0.40%,82075
1,6381,SBSW,Sibanye Stillwater Limited,Basic Materials,Gold,South Africa,14.37B,6.50,19.72,3.35%,2087352,6381,14.37B,4.97%,25.80%,68.30%,39.90%,3.00,1.60,0.26,0.27,33.20%,31.20%,23.00%,-,19.72,3.35%,2087352,6381,14.37B,6.50,4.95,-,1.54,2.73,9.68,11.17,-,5.01%,85.00%,-,41.20%,19.72,3.35%,2087352,6381,14.37B,696.04M,174.73M,0.22%,0.00%,10.40%,-26.02%,3.41%,2.22,2.68M,19.72,3.35%,2087352,6381,8.23%,5.62%,1.08%,32.62%,140.49%,24.10%,2.35%,3.18%,1.70,2.68M,0.78,19.72,3.35%,2087352,6381,1.92,0.74,5.55%,4.80%,25.51%,-4.64%,166.67%,55.91,19.72,3.35%,1.08%,2.25%,2087352
2,6382,SBT,"Sterling Bancorp, Inc. (Southfield, MI)",Financial,Banks - Regional,USA,242.89M,-,4.73,-2.27%,36572,6382,242.89M,0.85%,-0.20%,-2.00%,29.00%,-,-,0.20,0.20,-,70.50%,-4.60%,May 03/b,4.73,-2.27%,36572,6382,242.89M,-,10.92,-,1.71,0.73,0.27,89.96,-145.50%,44.33%,-21.20%,-,18.10%,4.73,-2.27%,36572,6382,242.89M,49.85M,24.09M,1.70%,0.00%,26.00%,10.25%,1.72%,9.04,45.84K,4.73,-2.27%,36572,6382,-1.46%,-1.87%,-13.53%,16.50%,26.47%,4.19%,3.26%,3.59%,2.30,45.84K,0.80,4.73,-2.27%,36572,6382,0.78,0.17,2.18%,-5.99%,7.70%,-20.50%,64.81%,47.38,4.73,-2.27%,-2.47%,0.21%,36572
3,6383,SBTX,"Silverback Therapeutics, Inc.",Healthcare,Biotechnology,USA,1.02B,-,28.83,-0.86%,126816,6383,1.02B,-,-,-,-,32.60,32.60,0.00,0.00,-,-,-,May 13/a,28.83,-0.86%,126816,6383,1.02B,-,-,-,-,2.72,2.71,-,-37.50%,-15.00%,-,-,-,28.83,-0.86%,126816,6383,1.02B,34.77M,31.86M,2.50%,316.23%,86.20%,12.73%,10.10%,15.01,214.38K,28.83,-0.86%,126816,6383,7.33%,-0.35%,-34.52%,-,-,-37.79%,5.26%,8.72%,1.60,214.38K,0.59,28.83,-0.86%,126816,6383,-,2.25,4.91%,-15.08%,-27.70%,-54.53%,21.70%,46.76,28.83,-0.86%,-1.00%,0.14%,126816
4,6384,SBUX,Starbucks Corporation,Consumer Cyclical,Restaurants,USA,130.93B,134.12,111.99,0.78%,4448682,6384,130.93B,1.61%,3.40%,-12.50%,15.50%,1.10,0.80,-,-,22.80%,7.40%,4.20%,Apr 27/a,111.99,0.78%,4448682,6384,130.93B,134.12,31.13,2.55,5.49,-,32.70,289.04,-73.10%,20.33%,-15.50%,52.60%,4.20%,111.99,0.78%,4448682,6384,130.93B,1.18B,1.18B,0.10%,-28.21%,71.10%,0.15%,0.83%,1.56,6.26M,111.99,0.78%,4448682,6384,-1.34%,-1.31%,6.45%,13.22%,42.23%,4.68%,1.23%,1.37%,2.20,6.26M,0.71,111.99,0.78%,4448682,6384,0.88,1.77,-0.25%,-0.88%,11.32%,-5.87%,57.60%,47.62,111.99,0.78%,0.33%,0.45%,4448682
5,6385,SC,Santander Consumer USA Holdings Inc.,Financial,Credit Services,USA,11.67B,7.13,38.50,0.94%,455315,6385,11.67B,2.29%,3.50%,30.30%,1.90%,-,-,6.18,6.18,62.40%,26.80%,20.30%,Apr 28/b,38.50,0.94%,455315,6385,11.67B,7.13,9.99,0.97,1.43,1.89,28.06,2.66,0.20%,-40.82%,4.40%,7.37%,4.50%,38.50,0.94%,455315,6385,11.67B,306.11M,60.03M,0.10%,-9.32%,20.80%,-4.93%,3.29%,2.27,870.31K,38.50,0.94%,455315,6385,1.56%,10.35%,49.18%,64.62%,97.95%,76.28%,1.81%,2.76%,2.40,870.31K,0.52,38.50,0.94%,455315,6385,1.09,0.97,4.58%,17.36%,57.07%,-1.54%,142.16%,69.34,38.50,0.94%,0.44%,0.50%,455315
6,6386,SCAQU,Stratim Cloud Acquisition Corp.,Financial,Shell Companies,USA,-,-,10.00,1.01%,10,6386,-,-,-,-,-,-,-,-,-,-,-,-,-,10.00,1.01%,10,6386,-,-,-,-,-,-,-,-,-,-,-,-,-,10.00,1.01%,10,6386,-,-,-,-,-,10.70%,-,-,0.02,349.77K,10.00,1.01%,10,6386,0.40%,0.20%,-,-,-,0.00%,0.26%,0.24%,-,349.77K,0.00,10.00,1.01%,10,6386,-,0.05,0.22%,0.15%,0.15%,-0.60%,1.52%,52.46,10.00,1.01%,0.00%,1.01%,10
7,6387,SCCO,Southern Copper Corporation,Basic Materials,Copper,USA,53.65B,25.96,71.15,2.52%,1556953,6387,53.65B,3.94%,12.80%,29.70%,14.10%,3.70,3.00,0.87,0.00,57.10%,44.80%,24.10%,-,71.15,2.52%,1556953,6387,53.65B,25.96,18.69,2.15,6.10,7.31,20.00,50.95,5.70%,-9.21%,17.00%,12.06%,9.60%,71.15,2.52%,1556953,6387,53.65B,773.10M,84.84M,0.10%,-54.82%,8.20%,-2.39%,6.55%,4.09,1.36M,71.15,2.52%,1556953,6387,2.83%,-1.92%,-3.51%,18.19%,86.84%,9.26%,2.88%,3.73%,3.50,1.36M,1.15,71.15,2.52%,1556953,6387,1.11,2.74,-2.81%,-1.02%,13.31%,-14.58%,100.71%,48.43,71.15,2.52%,1.60%,0.91%,1556953
8,6388,SCD,LMP Capital and Income Fund Inc.,Financial,Closed-End Fund - Equity,USA,258.29M,-,14.38,1.34%,65082,6388,258.29M,7.23%,-,-,-,-,-,-,-,-,-,-,-,14.38,1.34%,65082,6388,258.29M,-,-,-,18.68,1.10,-,-,-,-,-,-,-,14.38,1.34%,65082,6388,258.29M,17.96M,-,-,-,34.25%,-,-,0.20,48.05K,14.38,1.34%,65082,6388,3.45%,6.52%,16.82%,24.07%,35.15%,23.43%,0.96%,1.52%,-,48.05K,1.35,14.38,1.34%,65082,6388,-,0.19,4.88%,7.85%,21.43%,0.56%,48.40%,73.60,14.38,1.34%,0.91%,0.42%,65082
9,6389,SCHA,Schwab U.S. Small-Cap ETF,Financial,Exchange Traded Fund,USA,-,-,103.46,0.43%,264137,6389,-,0.90%,-,-,-,-,-,-,-,-,-,-,-,103.46,0.43%,264137,6389,-,-,-,-,-,-,-,-,-,-,-,-,-,103.46,0.43%,264137,6389,-,-,-,-,-,-,-,-,-,531.99K,103.46,0.43%,264137,6389,0.59%,1.86%,5.43%,24.14%,55.35%,16.25%,1.17%,1.65%,-,531.99K,0.50,103.46,0.43%,264137,6389,-,1.59,2.44%,2.41%,16.77%,-1.72%,68.04%,58.06,103.46,0.43%,-0.19%,0.62%,264137
10,6390,SCHB,Schwab U.S. Broad Market ETF,Financial,Exchange Traded Fund,USA,-,-,102.63,0.87%,326295,6390,-,1.41%,-,-,-,-,-,-,-,-,-,-,-,102.63,0.87%,326295,6390,-,-,-,-,-,-,-,-,-,-,-,-,-,102.63,0.87%,326295,6390,-,-,-,-,-,-,-,-,-,530.76K,102.63,0.87%,326295,6390,0.73%,1.68%,9.36%,15.95%,38.69%,12.79%,0.56%,0.94%,-,530.76K,0.61,102.63,0.87%,326295,6390,-,0.99,1.64%,2.40%,12.95%,-0.09%,45.84%,60.67,102.63,0.87%,0.39%,0.48%,326295
11,6391,SCHC,Schwab International Small-Cap Equity ETF,Financial,Exchange Traded Fund,USA,-,-,42.97,1.08%,185894,6391,-,1.49%,-,-,-,-,-,-,-,-,-,-,-,42.97,1.08%,185894,6391,-,-,-,-,-,-,-,-,-,-,-,-,-,42.97,1.08%,185894,6391,-,-,-,-,-,-,-,-,-,328.63K,42.97,1.08%,185894,6391,1.49%,3.84%,11.03%,17.28%,41.91%,14.13%,0.44%,0.75%,-,328.63K,0.57,42.97,1.08%,185894,6391,-,0.42,2.55%,4.17%,15.33%,0.28%,49.67%,64.27,42.97,1.08%,0.21%,0.87%,185894
12,6392,SCHD,Schwab U.S. Dividend Equity ETF,Financial,Exchange Traded Fund,USA,-,-,77.65,0.64%,1433706,6392,-,2.81%,-,-,-,-,-,-,-,-,-,-,-,77.65,0.64%,1433706,6392,-,-,-,-,-,-,-,-,-,-,-,-,-,77.65,0.64%,1433706,6392,-,-,-,-,-,-,-,-,-,2.18M,77.65,0.64%,1433706,6392,1.11%,2.01%,10.66%,21.46%,43.11%,21.06%,0.69%,1.02%,-,2.18M,0.66,77.65,0.64%,1433706,6392,-,0.75,1.05%,3.16%,18.27%,-0.97%,55.74%,62.97,77.65,0.64%,0.26%,0.38%,1433706
13,6393,SCHE,Schwab Emerging Markets Equity ETF,Financial,Exchange Traded Fund,USA,-,-,33.52,0.96%,863281,6393,-,2.00%,-,-,-,-,-,-,-,-,-,-,-,33.52,0.96%,863281,6393,-,-,-,-,-,-,-,-,-,-,-,-,-,33.52,0.96%,863281,6393,-,-,-,-,-,-,-,-,-,1.70M,33.52,0.96%,863281,6393,2.66%,4.82%,4.29%,11.81%,38.74%,9.36%,0.62%,0.92%,-,1.70M,0.51,33.52,0.96%,863281,6393,-,0.41,3.98%,4.48%,10.01%,-3.51%,42.09%,64.13,33.52,0.96%,0.21%,0.75%,863281
14,6394,SCHF,Schwab International Equity ETF,Financial,Exchange Traded Fund,USA,-,-,40.62,0.92%,1465861,6394,-,1.92%,-,-,-,-,-,-,-,-,-,-,-,40.62,0.92%,1465861,6394,-,-,-,-,-,-,-,-,-,-,-,-,-,40.62,0.92%,1465861,6394,-,-,-,-,-,-,-,-,-,2.40M,40.62,0.92%,1465861,6394,1.45%,3.75%,9.75%,14.62%,33.44%,12.80%,0.44%,0.72%,-,2.40M,0.61,40.62,0.92%,1465861,6394,-,0.37,2.35%,4.05%,13.70%,0.26%,39.73%,65.44,40.62,0.92%,0.15%,0.77%,1465861
15,6395,SCHG,Schwab U.S. Large-Cap Growth ETF,Financial,Exchange Traded Fund,USA,-,-,137.57,1.47%,357231,6395,-,0.46%,-,-,-,-,-,-,-,-,-,-,-,137.57,1.47%,357231,6395,-,-,-,-,-,-,-,-,-,-,-,-,-,137.57,1.47%,357231,6395,-,-,-,-,-,-,-,-,-,403.03K,137.57,1.47%,357231,6395,0.26%,1.31%,9.42%,10.63%,39.27%,7.13%,0.91%,1.24%,-,403.03K,0.89,137.57,1.47%,357231,6395,-,1.87,1.75%,1.28%,8.79%,-3.12%,43.53%,55.31,137.57,1.47%,0.93%,0.53%,357231
16,6396,SCHH,Schwab U.S. REIT ETF,Financial,Exchange Traded Fund,USA,-,-,46.00,0.13%,521515,6396,-,2.41%,-,-,-,-,-,-,-,-,-,-,-,46.00,0.13%,521515,6396,-,-,-,-,-,-,-,-,-,-,-,-,-,46.00,0.13%,521515,6396,-,-,-,-,-,-,-,-,-,498.92K,46.00,0.13%,521515,6396,3.46%,6.38%,19.20%,22.11%,22.08%,21.15%,1.06%,1.21%,-,498.92K,1.05,46.00,0.13%,521515,6396,-,0.54,4.23%,6.27%,18.08%,-0.30%,36.90%,71.51,46.00,0.13%,-0.22%,0.35%,521515
17,6397,SCHI,Schwab 5-10 Year Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,52.09,0.44%,212726,6397,-,2.27%,-,-,-,-,-,-,-,-,-,-,-,52.09,0.44%,212726,6397,-,-,-,-,-,-,-,-,-,-,-,-,-,52.09,0.44%,212726,6397,-,-,-,-,-,-,-,-,-,115.07K,52.09,0.44%,212726,6397,0.17%,0.40%,0.89%,-2.34%,1.20%,-2.91%,0.30%,0.24%,-,115.07K,1.85,52.09,0.44%,212726,6397,-,0.16,0.35%,0.64%,-0.98%,-6.31%,1.96%,57.05,52.09,0.44%,0.27%,0.17%,212726
18,6398,SCHJ,Schwab 1-5 Year Corporate Bond ETF,Financial,Exchange Traded Fund,USA,-,-,51.22,0.11%,218240,6398,-,1.46%,-,-,-,-,-,-,-,-,-,-,-,51.22,0.11%,218240,6398,-,-,-,-,-,-,-,-,-,-,-,-,-,51.22,0.11%,218240,6398,-,-,-,-,-,-,-,-,-,146.71K,51.22,0.11%,218240,6398,-0.03%,0.13%,0.49%,0.07%,1.35%,-0.29%,0.17%,0.11%,-,146.71K,1.49,51.22,0.11%,218240,6398,-,0.07,0.06%,0.22%,0.16%,-6.84%,1.67%,54.95,51.22,0.11%,0.04%,0.07%,218240
19,6399,SCHK,Schwab 1000 ETF,Financial,Exchange Traded Fund,USA,-,-,41.91,0.89%,152185,6399,-,1.38%,-,-,-,-,-,-,-,-,-,-,-,41.91,0.89%,152185,6399,-,-,-,-,-,-,-,-,-,-,-,-,-,41.91,0.89%,152185,6399,-,-,-,-,-,-,-,-,-,229.15K,41.91,0.89%,152185,6399,0.65%,1.58%,9.65%,14.92%,36.96%,12.09%,0.59%,0.92%,-,229.15K,0.66,41.91,0.89%,152185,6399,-,0.40,1.55%,2.34%,12.42%,-0.17%,43.68%,60.20,41.91,0.89%,0.41%,0.48%,152185
0,6400,SCHL,Scholastic Corporation,Communication Services,Publishing,USA,1.19B,-,35.58,2.54%,120662,6400,1.19B,1.69%,-1.50%,-2.70%,-3.00%,1.40,1.00,0.00,0.16,46.30%,-6.60%,-2.70%,Mar 18/a,35.58,2.54%,120662,6400,1.19B,-,-,-,1.01,1.04,3.37,-,-390.50%,-,-36.40%,9.10%,-1.90%,35.58,2.54%,120662,6400,1.19B,34.30M,25.03M,2.40%,-0.03%,83.40%,1.02%,2.54%,3.39,187.71K,35.58,2.54%,120662,6400,6.98%,13.78%,20.41%,48.25%,9.81%,42.32%,3.47%,3.02%,-,187.71K,0.64,35.58,2.54%,120662,6400,0.94,0.93,8.73%,12.96%,34.98%,1.74%,89.26%,75.96,35.58,2.54%,1.98%,0.55%,120662
1,6401,SCHM,Schwab U.S. Mid-Cap ETF,Financial,Exchange Traded Fund,USA,-,-,78.36,0.68%,221278,6401,-,1.00%,-,-,-,-,-,-,-,-,-,-,-,78.36,0.68%,221278,6401,-,-,-,-,-,-,-,-,-,-,-,-,-,78.36,0.68%,221278,6401,-,-,-,-,-,-,-,-,-,322.40K,78.36,0.68%,221278,6401,0.53%,0.91%,7.99%,20.20%,44.31%,14.93%,0.75%,1.18%,-,322.40K,0.69,78.36,0.68%,221278,6401,-,0.90,1.56%,2.11%,15.37%,-1.53%,55.88%,57.66,78.36,0.68%,0.11%,0.57%,221278
2,6402,SCHN,"Schnitzer Steel Industries, Inc.",Basic Materials,Steel,USA,1.58B,28.32,56.86,-1.06%,203780,6402,1.58B,1.32%,4.30%,8.40%,0.90%,1.90,1.00,0.23,0.23,15.00%,4.50%,2.90%,Apr 07/b,56.86,-1.06%,203780,6402,1.58B,28.32,9.47,2.83,0.81,2.18,139.68,-,-107.30%,-1.40%,53.90%,10.00%,-2.20%,56.86,-1.06%,203780,6402,1.58B,27.99M,25.73M,5.80%,-1.23%,88.30%,-0.54%,3.03%,2.05,380.08K,56.86,-1.06%,203780,6402,3.27%,5.47%,45.83%,114.00%,232.90%,78.19%,4.57%,4.55%,2.50,380.08K,0.54,56.86,-1.06%,203780,6402,1.41,2.49,3.49%,18.59%,73.26%,-4.19%,267.55%,63.00,56.86,-1.06%,-2.34%,1.31%,203780
3,6403,SCHO,Schwab Short-Term U.S. Treasury ETF,Financial,Exchange Traded Fund,USA,-,-,51.30,0.02%,486398,6403,-,1.05%,-,-,-,-,-,-,-,-,-,-,-,51.30,0.02%,486398,6403,-,-,-,-,-,-,-,-,-,-,-,-,-,51.30,0.02%,486398,6403,-,-,-,-,-,-,-,-,-,1.34M,51.30,0.02%,486398,6403,-0.04%,0.00%,0.02%,-0.16%,-0.50%,-0.18%,0.03%,0.03%,-,1.34M,0.36,51.30,0.02%,486398,6403,-,0.02,-0.01%,0.00%,-0.17%,-0.66%,0.12%,48.64,51.30,0.02%,0.02%,0.00%,486398
4,6404,SCHP,Schwab U.S. TIPS ETF,Financial,Exchange Traded Fund,USA,-,-,62.27,0.44%,2421053,6404,-,1.12%,-,-,-,-,-,-,-,-,-,-,-,62.27,0.44%,2421053,6404,-,-,-,-,-,-,-,-,-,-,-,-,-,62.27,0.44%,2421053,6404,-,-,-,-,-,-,-,-,-,2.11M,62.27,0.44%,2421053,6404,-0.06%,-0.06%,2.10%,1.43%,5.69%,0.31%,0.23%,0.27%,-,2.11M,1.15,62.27,0.44%,2421053,6404,-,0.21,0.01%,0.74%,1.07%,-0.57%,6.14%,54.25,62.27,0.44%,0.18%,0.26%,2421053
5,6405,SCHQ,Schwab Long-Term U.S. Treasury ETF,Financial,Exchange Traded Fund,USA,-,-,48.71,1.31%,45628,6405,-,1.75%,-,-,-,-,-,-,-,-,-,-,-,48.71,1.31%,45628,6405,-,-,-,-,-,-,-,-,-,-,-,-,-,48.71,1.31%,45628,6405,-,-,-,-,-,-,-,-,-,77.62K,48.71,1.31%,45628,6405,0.85%,0.12%,0.64%,-10.29%,-11.05%,-11.06%,0.53%,0.60%,-,77.62K,0.59,48.71,1.31%,45628,6405,-,0.36,1.42%,1.21%,-7.21%,-18.22%,4.74%,59.09,48.71,1.31%,0.93%,0.37%,45628
6,6406,SCHR,Schwab Intermediate-Term U.S. Treasury ETF,Financial,Exchange Traded Fund,USA,-,-,56.90,0.32%,474102,6406,-,1.49%,-,-,-,-,-,-,-,-,-,-,-,56.90,0.32%,474102,6406,-,-,-,-,-,-,-,-,-,-,-,-,-,56.90,0.32%,474102,6406,-,-,-,-,-,-,-,-,-,673.09K,56.90,0.32%,474102,6406,0.09%,0.18%,0.23%,-1.98%,-2.54%,-2.27%,0.13%,0.15%,-,673.09K,0.70,56.90,0.32%,474102,6406,-,0.11,0.23%,0.36%,-1.41%,-3.54%,1.08%,57.12,56.90,0.32%,0.16%,0.16%,474102
7,6407,SCHV,Schwab U.S. Large-Cap Value ETF,Financial,Exchange Traded Fund,USA,-,-,69.75,0.50%,268283,6407,-,2.48%,-,-,-,-,-,-,-,-,-,-,-,69.75,0.50%,268283,6407,-,-,-,-,-,-,-,-,-,-,-,-,-,69.75,0.50%,268283,6407,-,-,-,-,-,-,-,-,-,520.04K,69.75,0.50%,268283,6407,1.00%,1.91%,10.21%,19.05%,32.18%,17.17%,0.62%,0.95%,-,520.04K,0.52,69.75,0.50%,268283,6407,-,0.62,1.40%,3.34%,15.95%,-0.57%,43.87%,64.36,69.75,0.50%,0.11%,0.39%,268283
8,6408,SCHW,The Charles Schwab Corporation,Financial,Capital Markets,USA,143.38B,33.59,75.72,-0.38%,5579865,6408,143.38B,0.95%,0.80%,10.10%,0.80%,-,-,0.39,8.66,97.30%,36.80%,25.90%,Apr 15/b,75.72,-0.38%,5579865,6408,143.38B,33.59,21.70,1.90,10.12,3.16,2.98,-,-20.60%,9.30%,15.60%,17.71%,13.20%,75.72,-0.38%,5579865,6408,143.38B,1.88B,1.60B,7.21%,-3.52%,73.90%,-0.31%,0.97%,2.12,7.32M,75.72,-0.38%,5579865,6408,2.53%,6.68%,16.46%,48.88%,81.67%,42.76%,1.94%,2.53%,1.90,7.32M,0.76,75.72,-0.38%,5579865,6408,1.06,1.79,4.81%,9.50%,40.72%,-0.81%,139.39%,66.69,75.72,-0.38%,-0.25%,-0.13%,5579865
9,6409,SCHX,Schwab U.S. Large-Cap ETF,Financial,Exchange Traded Fund,USA,-,-,102.31,0.91%,534384,6409,-,1.42%,-,-,-,-,-,-,-,-,-,-,-,102.31,0.91%,534384,6409,-,-,-,-,-,-,-,-,-,-,-,-,-,102.31,0.91%,534384,6409,-,-,-,-,-,-,-,-,-,810.61K,102.31,0.91%,534384,6409,0.74%,1.65%,9.77%,15.20%,37.24%,12.49%,0.61%,0.93%,-,810.61K,0.66,102.31,0.91%,534384,6409,-,0.98,1.55%,2.40%,12.56%,-0.10%,43.97%,60.40,102.31,0.91%,0.43%,0.47%,534384
